,ConBase,ConStove,ConOven,ConDHW,Qheat,Qcool
2016,0.142346667,0,0,0,0.012120064,0
2017,0.141666667,0,0,0,0.012619978,0
2018,0.143026667,0,0,0,0.01324094,0
2019,0.141666667,0,0,0.001672,0.013616259,0
2020,0.141666667,0,0,0.010032,0.003999105,0
2021,0.141666667,0,0,0.281035333,0.006188329,0
2022,0.151346667,0,0,0.147623667,0.01893842,0
2023,0.146096667,0,0,0.201894,0.015778879,0
2024,0.159285,0,0,0.450464667,0.013654081,0
2025,0.160033333,0,0,0.018392,0.01029946,0
2026,0.180183333,0,0,0.205238,0.018732171,0
2027,0.243216667,0.144,0,0.006688,0.017053297,0
2028,0.164913333,0,0.0125,0.003344,0.016412532,0
2029,0.246016667,0,0,0.001672,0.014162679,0
2030,0.225788333,0,0,0.015814333,0.013017612,0
2031,0.260108333,0,0,0,0.011061779,0
2032,0.194978333,0,0,0.001672,0.007457094,0
2033,0.18265,0,0,0,0.006867401,0
2034,0.174861667,0,0,0.001672,0.00849873,0
2035,0.262301667,0.072,0.0125,0.005016,0.007140049,0
2036,0.225738333,0,0.0125,0.053364667,0.001308351,0
2037,0.236915,0,0,0.040894333,0.005169807,0
2038,0.193091667,0,0,0.001672,0.012868617,0
2039,0.150741667,0,0,0,0.011697285,0
2040,0.150741667,0,0,0.126793333,0.01264725,0
2041,0.143026667,0,0,0,0.012011079,0
2042,0.141666667,0,0,0,0.012450276,0
2043,0.141666667,0,0,0,0.011606061,0
2044,0.141666667,0,0,0,0.010667689,0
2045,0.142271667,0,0,0.261946667,0.005706128,0
2046,0.145901667,0,0,0.332031333,0,0
2047,0.146196667,0,0,0.013376,0.014609628,0
2048,0.18812,0,0,0.264385,0.008433448,0
2049,0.191555,0.012,0,0.012470333,0,0
2050,0.16853,0,0,0.010798333,0.011301769,0
2051,0.164596667,0.024,0,0.005016,0.009857458,0
2052,0.168731667,0,0,0.131809333,0.008210464,0
2053,0.214446667,0,0,0.126793333,0.006688232,0
2054,0.255536667,0,0,0.207676333,0.005668292,0
2055,0.221346667,0,0,0,0.004919041,0
2056,0.218036667,0,0,0.128465333,0.00409419,0
