,Med,Eur,Pot4kw,EK,Nek,C1500,C1520,C2025,C2500,C3000,HEATING,COOLING
1279,0.1988,0.224,0.194011966,0.1990613,0.1968454,0.181086,0.193235326,0.211592969,0.229370377,0.248043333,0.363096429,0
1280,0.1617,0.224,0.162083476,0.158221,0.1687826,0.144038,0.158366071,0.178442622,0.183387671,0.218263333,0,0
1281,0.1693,0.224,0.151581624,0.1615104,0.1627874,0.137106,0.161565916,0.178519792,0.214629281,0.334136667,0.638844224,0
1282,0.1566,0.127,0.150596154,0.1507214,0.1561892,0.124816,0.154971972,0.168792448,0.200120548,0.220121667,0.559545707,0
1283,0.2015,0.127,0.176686895,0.2234115,0.1781754,0.133136,0.177102174,0.23882908,0.25800411,0.171446667,0.44619516,0
1284,0.3211,0.084,0.236907265,0.3659386,0.2354767,0.200647,0.267445963,0.36931684,0.491720548,0.592815,0.504732657,0
1285,0.3789,0.084,0.288010399,0.3896771,0.2762947,0.214452,0.29201087,0.428575174,0.604348459,0.75683,0.410372075,0
1286,0.3042,0.084,0.268262251,0.2808013,0.2740648,0.164683,0.249716848,0.352816146,0.464498116,0.674738333,0.402790247,0
1287,0.2921,0.084,0.276554558,0.2803346,0.2846062,0.171347,0.228179115,0.34822474,0.427731507,0.511568333,0.236222436,0
1288,0.2664,0.084,0.249210541,0.2519246,0.2576112,0.17785,0.218164674,0.304688542,0.384466781,0.460541667,0.106184244,0
1289,0.2614,0.084,0.233579345,0.253049,0.247064,0.197873,0.233802562,0.285614844,0.360858219,0.455183333,0.050789446,0
1290,0.2855,0.084,0.262779915,0.2994255,0.2747059,0.239223,0.265531211,0.319857465,0.393470205,0.546603333,0.173993435,0
1291,0.3424,0.084,0.324619231,0.3722015,0.3279682,0.266448,0.319091071,0.370882292,0.437843322,0.363298333,0.269799988,0
1292,0.4199,0.084,0.371879202,0.4394563,0.3637197,0.251016,0.356447438,0.468593924,0.574400685,0.455208333,0.051701952,0
1293,0.2855,0.084,0.258179915,0.3050294,0.2658734,0.18053,0.231237345,0.332518229,0.429752397,0.530513333,0.119159034,0
1294,0.3032,0.084,0.271372507,0.294042,0.2783077,0.176419,0.235822748,0.347430469,0.441678938,0.488311667,0.431421364,0
1295,0.2061,0.084,0.184423647,0.1987963,0.1899863,0.125146,0.16304309,0.239432465,0.308995548,0.384828333,0.448026562,0
1296,0.1222,0.084,0.110655271,0.1170835,0.1175207,0.092784,0.106831599,0.136102691,0.175157534,0.28542,0.502841771,0
1297,0.108,0.084,0.098561254,0.1039265,0.1064745,0.090009,0.098583618,0.118724045,0.151590582,0.147165,0.500566446,0
1298,0.0985,0.084,0.09737094,0.0984612,0.0992233,0.088907,0.097719488,0.109488542,0.126691438,0.143801667,0.47810348,0
1299,0.0975,0.084,0.096778917,0.0979942,0.0981952,0.08914,0.097271739,0.108588628,0.124945719,0.1436,0.303353112,0
1300,0.0983,0.084,0.097947578,0.098868,0.098902,0.088945,0.097425155,0.110258333,0.127567808,0.1504,0,0
1301,0.3054,0.084,0.305569231,0.3049745,0.3062786,0.295499,0.30408354,0.316673785,0.333450685,0.3516,0.297144216,0
1302,0.3118,0.084,0.309197009,0.310217,0.3099286,0.297286,0.306936879,0.32414592,0.339587329,0.36077,0.438663179,0
1303,0.2007,0.084,0.199892308,0.1986616,0.2025648,0.180599,0.196081366,0.213299306,0.248092637,0.287433333,0.468505746,0
1304,0.1797,0.084,0.163723219,0.1696653,0.1665455,0.140952,0.167877252,0.18332908,0.224211815,0.243343333,0,0
1305,0.1591,0.084,0.143027066,0.1535378,0.1475907,0.134816,0.14959573,0.162298438,0.193553425,0.203828333,0.076192197,0
1306,0.147,0.084,0.13865057,0.1505646,0.1398765,0.125341,0.140105901,0.155111111,0.172607021,0.16019,0.419983235,0
1307,0.1842,0.084,0.146943305,0.1973575,0.1592479,0.143362,0.167117624,0.200055729,0.207697945,0.179143333,0.571564166,0
1308,0.2727,0.084,0.194984615,0.3024365,0.2051027,0.156703,0.215495264,0.315990625,0.332491952,0.28628,0.467254984,0
1309,0.4066,0.084,0.257189744,0.4409493,0.2739775,0.211294,0.315778261,0.438395139,0.688183219,0.720756667,0.467353985,0
1310,0.305,0.084,0.280464387,0.2915877,0.2833351,0.18215,0.24173913,0.346188368,0.437616267,0.50071,0.432099999,0
1311,0.3017,0.084,0.280864672,0.2804141,0.2943848,0.161761,0.241125,0.338914149,0.426476712,0.602768333,0.418756324,0
1312,0.2502,0.084,0.228468803,0.2329822,0.2501971,0.148424,0.200533773,0.288753733,0.350681164,0.461363333,0.193225786,0
1313,0.2513,0.084,0.24134359,0.2383725,0.2641414,0.17867,0.22877205,0.283554687,0.34647637,0.58684,0.122479819,0
1314,0.2697,0.084,0.253308405,0.2554742,0.2646089,0.204568,0.241189363,0.294026997,0.326607534,0.38384,0.160127748,0
1315,0.3026,0.084,0.278615812,0.3156562,0.2791164,0.231561,0.266211413,0.351905903,0.398024658,0.538705,0.383204698,0
1316,0.3583,0.084,0.309456553,0.3731756,0.3129833,0.228965,0.311532531,0.401016406,0.518922774,0.57616,0.394825482,0
1317,0.271,0.084,0.232728348,0.2503993,0.2383278,0.170604,0.21595264,0.301899392,0.362157021,0.375875,0,0
1318,0.3024,0.084,0.232057407,0.2816506,0.2454464,0.165954,0.229843711,0.332438715,0.438156336,0.554645,0.301970714,0
1319,0.2122,0.084,0.180455128,0.199804,0.1880464,0.127904,0.171249379,0.235650087,0.305026712,0.380556667,0.445079993,0
1320,0.1211,0.084,0.116618091,0.1189419,0.1163268,0.09619,0.111878727,0.132151215,0.171053425,0.226238333,0.473091578,0
1321,0.1072,0.084,0.099491453,0.1022404,0.1002097,0.090193,0.098759084,0.111668576,0.146116952,0.170846667,0.481997646,0
1322,0.0984,0.084,0.096800142,0.1017607,0.0979755,0.088908,0.097710637,0.108688715,0.132002226,0.20024,0.496407226,0
1323,0.0976,0.084,0.096321795,0.09807,0.0976943,0.088985,0.09747663,0.10815217,0.12502637,0.145266667,0.535131878,0
1324,0.099,0.084,0.09802963,0.0987612,0.098994,0.088855,0.097651863,0.109955903,0.126934932,0.1436,0.536994008,0
1325,0.1848,0.084,0.183093732,0.1833081,0.183679,0.173393,0.181662578,0.195461979,0.213310103,0.230066667,0,0
1326,0.1888,0.084,0.186717379,0.1866226,0.1872821,0.175081,0.18551778,0.198598958,0.219569178,0.243255,0.362364179,0
1327,0.32,0.084,0.31708433,0.320593,0.3185826,0.302092,0.313804425,0.336450608,0.369049658,0.40499,0.37545772,0
1328,0.2119,0.084,0.210233761,0.2074676,0.2095187,0.190152,0.210480047,0.225472222,0.250388185,0.284551667,0.507270219,0
1329,0.2098,0.084,0.213604274,0.2018742,0.2105125,0.189507,0.212763199,0.222684375,0.243127226,0.313736667,0,0
1330,0.1503,0.084,0.147541453,0.1500578,0.146767,0.125139,0.154746196,0.161542448,0.176367979,0.21489,0.459265555,0
1331,0.1841,0.084,0.178034615,0.1747527,0.1765283,0.143255,0.165489752,0.194200955,0.221013356,0.22017,0.524457739,0
1332,0.2724,0.084,0.232006838,0.2785319,0.2180657,0.157041,0.230905047,0.282586458,0.380665753,0.42452,0.487962615,0
1333,0.3465,0.084,0.262775071,0.4220002,0.2550772,0.189095,0.27236413,0.404816667,0.498569349,0.470743333,0.422739378,0
1334,0.2833,0.084,0.288912251,0.2960162,0.2798695,0.162651,0.240315062,0.362303212,0.410856164,0.521016667,0.266911077,0
1335,0.2916,0.084,0.289455413,0.2823178,0.2998318,0.16432,0.228267158,0.358064063,0.453389897,0.547796667,0.281724285,0
1336,0.2604,0.084,0.246388319,0.2600171,0.247459,0.158221,0.219419099,0.309610503,0.392569178,0.509036667,0.145069673,0
1337,0.2751,0.084,0.259697578,0.2779737,0.2648208,0.205504,0.248199922,0.315546788,0.382222774,0.421475,0.08212762,0
1338,0.2814,0.084,0.256552564,0.2762499,0.2718155,0.206412,0.248385404,0.318333854,0.342340068,0.357215,0.113276263,0
1339,0.2902,0.084,0.266112251,0.2882999,0.2770904,0.23798,0.249109006,0.318994358,0.351277568,0.33631,0.48040542,0
1340,0.3272,0.084,0.317379345,0.3637539,0.3080316,0.228865,0.290725466,0.387072222,0.465482363,0.547465,0.379856927,0
1341,0.2752,0.084,0.23513433,0.2630556,0.2349968,0.152985,0.225370109,0.309301997,0.391385445,0.47478,0.057330287,0
1342,0.302,0.084,0.245161396,0.2937264,0.2550244,0.16225,0.245312189,0.326229948,0.455632877,0.51403,0.204464089,0
1343,0.2208,0.127,0.177928348,0.2028423,0.1939088,0.126873,0.176764441,0.234817795,0.314004623,0.35502,0,0
1344,0.1227,0.127,0.111887464,0.1371365,0.1184042,0.093896,0.110724301,0.142424306,0.198625342,0.237733333,0,0
1345,0.1049,0.224,0.100113818,0.1100981,0.1054992,0.090538,0.099285481,0.117013194,0.160598973,0.146096667,0,0
1346,0.0981,0.224,0.096750142,0.0988416,0.0981379,0.08918,0.097967314,0.1087,0.126665582,0.14416,0,0
1347,0.0974,0.224,0.096763248,0.0986094,0.0980391,0.088961,0.097493012,0.108427344,0.126463014,0.14554,0.520255109,0
1348,0.0991,0.224,0.098485328,0.0991541,0.0996522,0.089239,0.097663432,0.11035217,0.132505137,0.159568333,0.2673194,0
1349,0.0996,0.127,0.098709402,0.0992076,0.1002029,0.088894,0.09767896,0.110788628,0.133888527,0.161038333,0,0
1350,0.1066,0.127,0.100070798,0.1051108,0.1021847,0.090293,0.101400233,0.118228212,0.13714726,0.163318333,0.346943671,0
1351,0.1995,0.127,0.195858405,0.2061237,0.1972684,0.17555,0.190245342,0.216663108,0.246982192,0.307645,0.813891797,0
1352,0.2083,0.127,0.197562108,0.2059286,0.1992925,0.181611,0.195298991,0.217764844,0.247032705,0.252423333,0.19935091,0
1353,0.1752,0.224,0.18126453,0.1737716,0.1782163,0.153685,0.172930745,0.187405208,0.201322774,0.214691667,0.269158284,0
1354,0.1557,0.224,0.146687179,0.1640756,0.143705,0.126232,0.157292081,0.16547474,0.176895205,0.253258333,0.623178705,0
1355,0.2223,0.224,0.17634188,0.239412,0.1768458,0.160915,0.207583773,0.218834201,0.231744349,0.217925,0.582847445,0
1356,0.3311,0.224,0.230369943,0.3574028,0.2396869,0.180669,0.279428804,0.340518229,0.410443151,0.350198333,0.541206791,0
1357,0.361,0.127,0.272681339,0.3768118,0.2819553,0.19448,0.305368168,0.435437587,0.50835,0.538298333,0.473217409,0
1358,0.3198,0.127,0.312017521,0.3420665,0.3158525,0.199908,0.276818168,0.383386806,0.450339041,0.455681667,0.431067294,0
1359,0.3212,0.084,0.3163349,0.3103164,0.3201567,0.197612,0.275214752,0.372710764,0.442968493,0.51442,0.387835395,0
1360,0.3103,0.084,0.31648433,0.3083905,0.3319967,0.220052,0.280355978,0.361455295,0.440972603,0.521705,0.228254552,0
1361,0.399,0.084,0.394595726,0.4149478,0.4073902,0.334532,0.373832764,0.448379601,0.510373973,0.604371667,0.061490528,0
1362,0.4379,0.084,0.377683903,0.393468,0.392307,0.3278,0.372097904,0.451078212,0.533612842,0.596075,0.460398021,0
1363,0.3614,0.084,0.304360114,0.3659164,0.3133271,0.236787,0.313592935,0.396484722,0.462928596,0.42789,0.381537587,0
1364,0.4196,0.084,0.332536752,0.4308554,0.3436484,0.248511,0.356315528,0.477767448,0.647739041,0.833291667,0.282595295,0
1365,0.2842,0.084,0.263151567,0.2800265,0.2739973,0.168142,0.253634006,0.312899045,0.415109932,0.477616667,0.435040004,0
1366,0.3004,0.127,0.269114957,0.2788206,0.2811121,0.162016,0.244572671,0.334881858,0.40830839,0.455333333,0.198612156,0
1367,0.1948,0.127,0.179331481,0.1928667,0.196586,0.123881,0.167221273,0.227865104,0.301609932,0.392276667,0.480448665,0
1368,0.1131,0.224,0.110505698,0.1216144,0.1191299,0.093554,0.108327795,0.132641493,0.171219007,0.23383,0.499611737,0
1369,0.1036,0.224,0.099640741,0.1021547,0.1034074,0.089847,0.099698214,0.112454948,0.141569007,0.203338333,0.499490938,0
1370,0.0985,0.224,0.096738746,0.0987725,0.1016415,0.089028,0.097764208,0.109504167,0.131339212,0.144493333,0.504331452,0
1371,0.1872,0.224,0.185946581,0.1876906,0.1872763,0.178518,0.187137422,0.197813542,0.215220205,0.233503333,0.228837375,0
1372,0.1878,0.127,0.186280057,0.1881316,0.1876186,0.178559,0.187142314,0.198000434,0.217003253,0.237018333,0,0
1373,0.306,0.127,0.304762108,0.30651,0.3055592,0.295611,0.304402873,0.316344878,0.338724658,0.358291667,0.251535864,0
1374,0.3107,0.127,0.308004416,0.3122958,0.30816,0.297022,0.307335404,0.320119705,0.34611387,0.359493333,0.285725129,0
1375,0.2003,0.127,0.200959972,0.2018781,0.201359,0.178205,0.196438199,0.218915712,0.249762329,0.317035,0.493183445,0
1376,0.1628,0.224,0.158212536,0.1565458,0.1586415,0.141648,0.157870575,0.177260417,0.192072774,0.215105,0.449627707,0
1377,0.1361,0.224,0.126025071,0.1296175,0.1282197,0.112268,0.126525543,0.153344358,0.165490925,0.196685,0.142235451,0
1378,0.1633,0.224,0.14022094,0.1469575,0.1482859,0.124968,0.14569441,0.174917188,0.179146404,0.209523333,0.279628994,0
1379,0.2122,0.224,0.174403419,0.2042021,0.182599,0.141433,0.175063354,0.235520226,0.243332192,0.216475,0.481796508,0
1380,0.3322,0.127,0.246758405,0.3453122,0.2610889,0.194446,0.271362888,0.387763802,0.465129281,0.721603333,0.405795789,0
1381,0.3501,0.127,0.296744872,0.3811542,0.2942666,0.194354,0.296783773,0.434351128,0.558649829,0.77817,0.399483996,0
1382,0.2943,0.084,0.274240883,0.2978805,0.2712295,0.176001,0.244421739,0.345501997,0.441905137,0.564551667,0.37466004,0
1383,0.3053,0.084,0.276408832,0.283794,0.2782871,0.179294,0.222559394,0.347711979,0.450242637,0.602316667,0.33174216,0
1384,0.2739,0.084,0.254742877,0.25813,0.2631461,0.181558,0.218359084,0.306866319,0.386265411,0.55294,0.278940502,0
1385,0.2844,0.084,0.263898291,0.2797977,0.2847608,0.233695,0.25524868,0.313353472,0.359860274,0.499026667,0,0
1386,0.2999,0.084,0.263853134,0.3097909,0.2739612,0.224149,0.28185722,0.311087066,0.396979623,0.535203333,0.352042003,0
1387,0.3788,0.084,0.315413105,0.3690801,0.3244941,0.226146,0.332075854,0.404905642,0.471778253,0.491366667,0.350646947,0
1388,0.4281,0.084,0.348132336,0.4350444,0.353662,0.268765,0.35866677,0.450859201,0.620849144,0.713416667,0.210143433,0
1389,0.2776,0.127,0.261860399,0.2565155,0.2646926,0.184676,0.228024534,0.302186111,0.408343493,0.566138333,0.163840255,0
1390,0.2985,0.127,0.284462393,0.2694172,0.2802598,0.169146,0.254738665,0.313383681,0.433526027,0.59304,0.287078592,0
1391,0.2109,0.224,0.196653846,0.1862884,0.2024248,0.130351,0.176581289,0.226496354,0.298279623,0.365338333,0.461796507,0
1392,0.1261,0.224,0.116767949,0.1170332,0.1237952,0.092369,0.111189984,0.140295139,0.179158048,0.229315,0.487635383,0
1393,0.1067,0.224,0.099920798,0.1079483,0.1041679,0.0901,0.098966615,0.119017188,0.148251199,0.189261667,0.527858139,0
1394,0.0978,0.224,0.09725641,0.099136,0.098634,0.0892,0.09766413,0.109258854,0.126546575,0.144205,0.624630095,0
1395,0.098,0.127,0.097064672,0.098124,0.0982507,0.088908,0.097520031,0.109139323,0.125825856,0.1436,0.675278839,0
1396,0.0994,0.127,0.098187607,0.0992614,0.0991004,0.089304,0.097827174,0.110929601,0.129244692,0.14617,0.54240018,0
1397,0.0997,0.127,0.098221083,0.0992321,0.0996023,0.089502,0.097792003,0.110756337,0.129222945,0.146563333,0.225832642,0
1398,0.1053,0.127,0.100966239,0.1051855,0.1016334,0.090475,0.100280124,0.116842708,0.13594024,0.16261,0.42020953,0
1399,0.1145,0.224,0.10953604,0.1198335,0.1098394,0.092195,0.106216071,0.13544349,0.153464897,0.18891,0.49718763,0
1400,0.1228,0.224,0.123080769,0.1192841,0.121685,0.096996,0.121257065,0.137980295,0.148867637,0.178888333,0.255740914,0
1401,0.1393,0.224,0.127255556,0.1317171,0.1302148,0.106286,0.137181522,0.143565538,0.166317808,0.197916667,0.222999457,0
1402,0.1585,0.224,0.137807835,0.161343,0.1437504,0.113985,0.152289519,0.168783681,0.203704623,0.255195,0.452597876,0
1403,0.2557,0.127,0.20687208,0.3163953,0.2164926,0.18553,0.228218478,0.317723351,0.324513527,0.444173333,0.099749192,0
1404,0.3522,0.127,0.280961966,0.4367307,0.2890085,0.203221,0.332843245,0.432707726,0.421669692,0.409311667,0,0
1405,0.3778,0.084,0.278518234,0.4357492,0.3037353,0.232829,0.34642896,0.412395486,0.486636644,0.559673333,0,0
1406,0.3412,0.084,0.297959402,0.3205644,0.3084761,0.212378,0.27777764,0.385385417,0.447901199,0.590581667,0,0
1407,0.3284,0.084,0.30825584,0.3071803,0.3218429,0.203439,0.254777562,0.387096441,0.47663339,0.716003333,0.437527453,0
1408,0.2865,0.084,0.262399145,0.2642212,0.2681562,0.177378,0.22728222,0.327151042,0.396060103,0.578478333,0.303755319,0
1409,0.2692,0.084,0.23900114,0.2541354,0.2525389,0.188045,0.23569573,0.29355625,0.329264555,0.508378333,0.239123149,0
1410,0.2973,0.084,0.270799858,0.2825887,0.2775857,0.213067,0.257097748,0.321203472,0.3718,0.535211667,0.209745057,0
1411,0.3525,0.084,0.310604701,0.3743418,0.3266988,0.244174,0.324982919,0.400258333,0.446223116,0.490866667,0.304162737,0
1412,0.4178,0.127,0.351450997,0.4099252,0.3721077,0.277228,0.349993401,0.452815278,0.546303082,0.64359,0.229849032,0
1413,0.271,0.127,0.260169516,0.2680519,0.2726318,0.179312,0.24040528,0.315238976,0.394661815,0.450076667,0,0
1414,0.2842,0.224,0.28041567,0.278045,0.2920423,0.177878,0.237251553,0.334677951,0.451758562,0.49189,0.292969854,0
1415,0.1905,0.224,0.189003704,0.1974737,0.2059953,0.127543,0.176564441,0.228867101,0.284693322,0.301871667,0.419769425,0
1416,0.1098,0.224,0.108190028,0.1225354,0.1233197,0.094439,0.112042547,0.130833073,0.175774144,0.215891667,0.410178274,0
1417,0.099,0.224,0.098955271,0.1049204,0.1071114,0.090613,0.099376087,0.117003472,0.137916096,0.149666667,0.435750662,0
1418,0.0979,0.127,0.096517664,0.098985,0.0980133,0.089625,0.097595031,0.108653038,0.126593493,0.144608333,0.435417365,0
1419,0.0976,0.127,0.097260826,0.0980953,0.0984247,0.08926,0.097279348,0.108610156,0.126025342,0.1436,0.437065169,0
1420,0.0986,0.127,0.098453704,0.0991749,0.0994965,0.089527,0.097499922,0.109861719,0.128829281,0.145136667,0.065662625,0
1421,0.1836,0.127,0.184004986,0.1838532,0.1845582,0.173576,0.181948214,0.195327431,0.218949829,0.258675,0.380414685,0
1422,0.1882,0.224,0.186359972,0.1926061,0.1864175,0.17449,0.185752096,0.20296033,0.230149315,0.268928333,0.289146181,0
1423,0.2026,0.224,0.193548006,0.2112867,0.1947914,0.18668,0.194287422,0.221181858,0.248790068,0.331201667,0.199770841,0
1424,0.1622,0.224,0.161346154,0.1660515,0.1586817,0.14609,0.163120652,0.179461111,0.189134418,0.214665,0.276603397,0
1425,0.1734,0.224,0.16535584,0.1653458,0.1631648,0.142318,0.167778106,0.181353646,0.185667123,0.208415,0.151331819,0
1426,0.1538,0.127,0.142673219,0.1479044,0.1427805,0.11309,0.148121506,0.165777344,0.174073973,0.161503333,0.39126346,0
1427,0.2044,0.127,0.173670513,0.2358177,0.1816522,0.150419,0.187366615,0.246911632,0.294506336,0.334511667,0.374232701,0
1428,0.3306,0.084,0.238268091,0.3636677,0.2448265,0.189471,0.26070691,0.390361198,0.470733048,0.596613333,0.402614078,0
1429,0.3548,0.084,0.271474074,0.4006305,0.2823082,0.202563,0.28726118,0.410120833,0.605233219,0.788905,0.406600621,0
1430,0.318,0.084,0.268318519,0.2884987,0.274736,0.171446,0.253214907,0.34310651,0.49595,0.669423333,0.391462291,0
1431,0.3173,0.084,0.273104701,0.2797805,0.2744618,0.178514,0.245539053,0.340433941,0.483942979,0.632265,0.171901027,0
1432,0.2691,0.084,0.245637322,0.2553866,0.2639348,0.174952,0.216854425,0.323556163,0.391022945,0.463036667,0.035810245,0
1433,0.2881,0.084,0.256695584,0.2834602,0.2821907,0.212198,0.252486413,0.321258073,0.399006678,0.468995,0,0
1434,0.2867,0.084,0.263409117,0.2930082,0.2767528,0.207458,0.256117469,0.322511458,0.401222774,0.478911667,0.060224676,0
1435,0.3641,0.127,0.294311254,0.3391611,0.307298,0.237809,0.29956941,0.381354514,0.438994521,0.489876667,0.322452728,0
1436,0.4247,0.127,0.358130057,0.405389,0.3689204,0.270596,0.337627174,0.46085599,0.532611473,0.571628333,0,0
1437,0.2904,0.224,0.271286895,0.2917353,0.2822634,0.18275,0.23778354,0.340888108,0.429892808,0.511081667,0.367643313,0
1438,0.3041,0.224,0.279539601,0.2786607,0.2802723,0.177798,0.242330357,0.345528038,0.443596918,0.516541667,0.362406963,0
1439,0.2014,0.224,0.200209117,0.1937358,0.2034974,0.127906,0.17526514,0.230325347,0.319845719,0.381868333,0.353335626,0
1440,0.1161,0.224,0.113181197,0.1196226,0.1240614,0.093888,0.110939441,0.132863715,0.18219024,0.209581667,0.379500503,0
1441,0.103,0.127,0.097776923,0.1030861,0.0993311,0.089153,0.09948882,0.109909809,0.147080137,0.209273333,0.381989165,0
1442,0.0981,0.127,0.096832051,0.0989635,0.0979906,0.08916,0.097558385,0.109145573,0.126785959,0.146336667,0.386047999,0
1443,0.0976,0.127,0.096647009,0.0984023,0.0978849,0.089227,0.097389752,0.108676736,0.125259075,0.1436,0.362479553,0
1444,0.0989,0.127,0.097917094,0.0990277,0.0993408,0.089224,0.097414286,0.110018403,0.129046062,0.147671667,0.33702965,0
1445,0.1848,0.224,0.183951994,0.1836007,0.1848272,0.1733,0.182271506,0.195992969,0.213928425,0.240616667,0.081477585,0
1446,0.19,0.224,0.185864387,0.187658,0.1868799,0.174318,0.188454425,0.202534549,0.217533904,0.243068333,0.351329933,0
1447,0.197,0.224,0.194432194,0.1977402,0.1940005,0.177159,0.18854472,0.215098785,0.236246918,0.280991667,0.260438625,0
1448,0.235,0.224,0.238084188,0.2366967,0.237983,0.225619,0.234210792,0.244636372,0.290581678,0.314035,0.141222483,0
1449,0.1652,0.127,0.155411966,0.1695616,0.1595737,0.143234,0.165752407,0.171002083,0.22044024,0.227221667,0.477339226,0
1450,0.1613,0.127,0.138913533,0.1640648,0.1400432,0.123711,0.149701009,0.166766406,0.216495377,0.205823333,0.356459894,0
1451,0.2111,0.084,0.16050755,0.2324121,0.1711556,0.152448,0.186943556,0.228643056,0.313671062,0.440438333,0.350626668,0
1452,0.3412,0.084,0.280683333,0.3809348,0.2790659,0.2352,0.288560559,0.400821094,0.499599658,0.66672,0.40056311,0
1453,0.3659,0.084,0.293233048,0.4363899,0.3113037,0.229851,0.325525543,0.425796267,0.548656678,0.570013333,0.384335278,0
1454,0.3475,0.084,0.275596154,0.3350382,0.2951607,0.21973,0.27358618,0.391316927,0.466822432,0.472826667,0.325897743,0
1455,0.3497,0.084,0.298762108,0.3272995,0.3192654,0.202804,0.279514596,0.399757465,0.444918493,0.498595,0.296889594,0
1456,0.275,0.084,0.220371083,0.2309551,0.2338577,0.149376,0.206375078,0.29576849,0.349967637,0.421635,0,0
1457,0.2721,0.084,0.237594587,0.2718498,0.2451124,0.183844,0.228237655,0.303898351,0.361293836,0.408165,0.099250091,0
1458,0.3026,0.084,0.239584188,0.2816584,0.2552305,0.201224,0.25140427,0.312333333,0.396246918,0.541463333,0.319657594,0
1459,0.3522,0.084,0.281840171,0.358004,0.2926313,0.226282,0.300785637,0.383547483,0.466911815,0.533321667,0.1627887,0
1460,0.4145,0.084,0.32375114,0.4183835,0.3291393,0.237307,0.330938587,0.471973872,0.579555993,0.704203333,0.423130644,0
1461,0.2882,0.084,0.241262108,0.28928,0.2476469,0.157847,0.236466227,0.316298611,0.409807705,0.492165,0.417349799,0
1462,0.3075,0.084,0.275554416,0.295396,0.2780058,0.164264,0.261070575,0.342312934,0.440777568,0.564155,0.36092208,0
1463,0.212,0.084,0.19160755,0.2003673,0.1951371,0.129444,0.182503649,0.235817448,0.317846404,0.397456667,0.422107311,0
1464,0.1308,0.084,0.115619658,0.1232337,0.1168782,0.09629,0.113567236,0.136768316,0.180821918,0.212805,0.419179682,0
1465,0.1026,0.084,0.099428775,0.0999911,0.1001644,0.090748,0.099942158,0.110434896,0.137693664,0.215403333,0.437848253,0
1466,0.1015,0.084,0.096728775,0.0983474,0.0980028,0.089548,0.097648913,0.10857474,0.132146575,0.201448333,0.489321026,0
1467,0.098,0.084,0.096387464,0.0979706,0.097751,0.088993,0.09734177,0.10877717,0.12549726,0.1436,0.328078963,0
1468,0.0987,0.084,0.097729345,0.0991032,0.0988088,0.089106,0.097482298,0.1102125,0.127592466,0.145053333,0.151420759,0
1469,0.1829,0.084,0.182017949,0.1839198,0.1829946,0.173361,0.181599379,0.194767795,0.211324315,0.2283,0.105317962,0
1470,0.1875,0.084,0.187015812,0.1881956,0.1874951,0.174922,0.187910714,0.201035677,0.23203613,0.25806,0.429903655,0
1471,0.2126,0.084,0.195169088,0.2045598,0.1966007,0.182352,0.201266382,0.223041493,0.284711301,0.361533333,0.490275145,0
1472,0.2206,0.084,0.20362151,0.2070226,0.2033693,0.179423,0.205682609,0.232130642,0.265794521,0.27229,0.537578698,0
1473,0.1768,0.084,0.158258405,0.1596559,0.1630832,0.14117,0.164766227,0.182955295,0.198437329,0.205425,0,0
1474,0.1418,0.084,0.137876211,0.1455659,0.1400176,0.112164,0.14355427,0.156903733,0.17821387,0.176336667,0.445372266,0
1475,0.2006,0.084,0.149157692,0.2007642,0.1586894,0.114329,0.162464829,0.23067474,0.272217808,0.242018333,0.463969786,0
1476,0.2645,0.084,0.200746439,0.2946861,0.2128722,0.148435,0.217239829,0.326980903,0.30865274,0.26608,0.417339426,0
1477,0.3592,0.084,0.243904416,0.4163294,0.2419733,0.192174,0.292800078,0.391326997,0.529634075,0.488271667,0.402571095,0
1478,0.3022,0.084,0.252537322,0.2977519,0.2657315,0.174518,0.251219022,0.329007465,0.443174144,0.465085,0.385605607,0
1479,0.2949,0.084,0.272954986,0.3127702,0.2860636,0.15764,0.248249845,0.351478212,0.487207877,0.543561667,0.384041763,0
1480,0.4571,0.084,0.432254416,0.4630666,0.4419495,0.346296,0.409776708,0.494839844,0.621535959,0.701825,0.351493022,0
1481,0.4253,0.084,0.386381624,0.4031601,0.401302,0.335378,0.375757065,0.45068967,0.533483562,0.616458333,0.043876098,0
1482,0.2781,0.084,0.254691453,0.2692527,0.2556159,0.216594,0.251410947,0.28498151,0.37368476,0.520183333,0.207357553,0
1483,0.2898,0.084,0.269735613,0.311422,0.267617,0.214631,0.279273059,0.333633507,0.407839897,0.519033333,0.289050383,0
1484,0.3418,0.084,0.312832479,0.3822491,0.309974,0.234715,0.307420264,0.404340191,0.530705822,0.806328333,0.428379549,0
1485,0.2701,0.084,0.243164245,0.2622206,0.2540503,0.165277,0.226985326,0.328006076,0.407043836,0.482546667,0.46879332,0
1486,0.2927,0.084,0.299573789,0.2659981,0.3077603,0.190294,0.239294332,0.343490625,0.41403476,0.534738333,0.400565855,0
1487,0.2147,0.084,0.205834188,0.1914075,0.2127673,0.14126,0.17156514,0.249115451,0.286138527,0.334233333,0.252801865,0
1488,0.1239,0.084,0.121623219,0.116403,0.1329626,0.111074,0.110143556,0.146423438,0.151240582,0.159443333,0.548066399,0
1489,0.104,0.084,0.102520228,0.1031804,0.1139573,0.091112,0.105179348,0.121336372,0.130327911,0.148285,0.599923479,0
